product_id,name,color,category,price,available_sizes,stock_XS,stock_S,stock_M,stock_L,stock_XL,stock_XXL,stock_5,stock_6,stock_7,stock_8,stock_9,stock_10,stock_11,stock_12,stock_13,stock_One_Size
S_P173,High Heels,Black,Shoes,25.81,"5,6,7,8,9,10,11,12,13",,,,,,,3.0,24.0,15.0,11.0,3.0,21.0,24.0,4.0,22.0,
S_P174,High Heels,White,Shoes,25.81,"5,6,7,8,9,10,11,12,13",,,,,,,18.0,12.0,10.0,22.0,14.0,10.0,23.0,9.0,22.0,
S_P175,High Heels,Blue,Shoes,25.81,"5,6,7,8,9,10,11,12,13",,,,,,,11.0,24.0,24.0,24.0,7.0,23.0,6.0,23.0,23.0,
S_P176,High Heels,Brown,Shoes,25.81,"5,6,7,8,9,10,11,12,13",,,,,,,4.0,12.0,17.0,4.0,21.0,14.0,7.0,5.0,12.0,
S_P177,High Heels,Red,Shoes,25.81,"5,6,7,8,9,10,11,12,13",,,,,,,13.0,16.0,8.0,9.0,7.0,20.0,14.0,19.0,19.0,
S_P178,High Heels,Gray,Shoes,25.81,"5,6,7,8,9,10,11,12,13",,,,,,,11.0,8.0,11.0,18.0,12.0,13.0,6.0,17.0,5.0,
S_P179,High Heels,Navy,Shoes,25.81,"5,6,7,8,9,10,11,12,13",,,,,,,7.0,10.0,24.0,24.0,15.0,20.0,14.0,5.0,15.0,
S_P180,High Heels,Beige,Shoes,25.81,"5,6,7,8,9,10,11,12,13",,,,,,,3.0,11.0,20.0,6.0,17.0,14.0,24.0,24.0,11.0,
A_P181,Baseball Cap,Black,Accessories,61.41,One Size,,,,,,,,,,,,,,,,21.0
A_P182,Baseball Cap,White,Accessories,61.41,One Size,,,,,,,,,,,,,,,,15.0
A_P183,Baseball Cap,Blue,Accessories,61.41,One Size,,,,,,,,,,,,,,,,23.0
A_P184,Baseball Cap,Red,Accessories,61.41,One Size,,,,,,,,,,,,,,,,14.0
A_P185,Baseball Cap,Gray,Accessories,61.41,One Size,,,,,,,,,,,,,,,,6.0
A_P186,Baseball Cap,Brown,Accessories,61.41,One Size,,,,,,,,,,,,,,,,24.0
A_P187,Baseball Cap,Navy,Accessories,61.41,One Size,,,,,,,,,,,,,,,,10.0
A_P188,Baseball Cap,Green,Accessories,61.41,One Size,,,,,,,,,,,,,,,,18.0
A_P189,Scarf,Black,Accessories,53.87,One Size,,,,,,,,,,,,,,,,3.0
A_P190,Scarf,White,Accessories,53.87,One Size,,,,,,,,,,,,,,,,22.0
A_P191,Scarf,Blue,Accessories,53.87,One Size,,,,,,,,,,,,,,,,20.0
A_P192,Scarf,Red,Accessories,53.87,One Size,,,,,,,,,,,,,,,,13.0
A_P193,Scarf,Gray,Accessories,53.87,One Size,,,,,,,,,,,,,,,,22.0
A_P194,Scarf,Brown,Accessories,53.87,One Size,,,,,,,,,,,,,,,,10.0
A_P195,Scarf,Navy,Accessories,53.87,One Size,,,,,,,,,,,,,,,,23.0
A_P196,Scarf,Green,Accessories,53.87,One Size,,,,,,,,,,,,,,,,5.0
A_P197,Backpack,Black,Accessories,28.82,One Size,,,,,,,,,,,,,,,,23.0
A_P198,Backpack,White,Accessories,28.82,One Size,,,,,,,,,,,,,,,,17.0
A_P199,Backpack,Blue,Accessories,28.82,One Size,,,,,,,,,,,,,,,,25.0
A_P200,Backpack,Red,Accessories,28.82,One Size,,,,,,,,,,,,,,,,12.0
A_P201,Backpack,Gray,Accessories,28.82,One Size,,,,,,,,,,,,,,,,23.0
A_P202,Backpack,Brown,Accessories,28.82,One Size,,,,,,,,,,,,,,,,16.0
A_P203,Backpack,Navy,Accessories,28.82,One Size,,,,,,,,,,,,,,,,6.0
A_P204,Backpack,Green,Accessories,28.82,One Size,,,,,,,,,,,,,,,,7.0
A_P205,Beanie,Black,Accessories,15.88,One Size,,,,,,,,,,,,,,,,4.0
A_P206,Beanie,White,Accessories,15.88,One Size,,,,,,,,,,,,,,,,4.0
A_P207,Beanie,Blue,Accessories,15.88,One Size,,,,,,,,,,,,,,,,12.0
A_P208,Beanie,Red,Accessories,15.88,One Size,,,,,,,,,,,,,,,,18.0
A_P209,Beanie,Gray,Accessories,15.88,One Size,,,,,,,,,,,,,,,,6.0
A_P210,Beanie,Brown,Accessories,15.88,One Size,,,,,,,,,,,,,,,,6.0
A_P211,Beanie,Navy,Accessories,15.88,One Size,,,,,,,,,,,,,,,,10.0
A_P212,Beanie,Green,Accessories,15.88,One Size,,,,,,,,,,,,,,,,20.0
A_P213,Sunglasses,Black,Accessories,72.0,One Size,,,,,,,,,,,,,,,,7.0
A_P214,Sunglasses,White,Accessories,72.0,One Size,,,,,,,,,,,,,,,,15.0
A_P215,Sunglasses,Blue,Accessories,72.0,One Size,,,,,,,,,,,,,,,,17.0
A_P216,Sunglasses,Red,Accessories,72.0,One Size,,,,,,,,,,,,,,,,14.0
A_P217,Sunglasses,Gray,Accessories,72.0,One Size,,,,,,,,,,,,,,,,24.0
A_P218,Sunglasses,Brown,Accessories,72.0,One Size,,,,,,,,,,,,,,,,25.0
A_P219,Sunglasses,Navy,Accessories,72.0,One Size,,,,,,,,,,,,,,,,20.0
A_P220,Sunglasses,Green,Accessories,72.0,One Size,,,,,,,,,,,,,,,,16.0
A_P221,Watch,Black,Accessories,28.56,One Size,,,,,,,,,,,,,,,,21.0
A_P222,Watch,White,Accessories,28.56,One Size,,,,,,,,,,,,,,,,7.0
A_P223,Watch,Blue,Accessories,28.56,One Size,,,,,,,,,,,,,,,,16.0
A_P224,Watch,Red,Accessories,28.56,One Size,,,,,,,,,,,,,,,,23.0
A_P225,Watch,Gray,Accessories,28.56,One Size,,,,,,,,,,,,,,,,6.0
A_P226,Watch,Brown,Accessories,28.56,One Size,,,,,,,,,,,,,,,,18.0
A_P227,Watch,Navy,Accessories,28.56,One Size,,,,,,,,,,,,,,,,22.0
A_P228,Watch,Green,Accessories,28.56,One Size,,,,,,,,,,,,,,,,16.0
A_P229,Belt,Black,Accessories,11.49,One Size,,,,,,,,,,,,,,,,11.0
A_P230,Belt,White,Accessories,11.49,One Size,,,,,,,,,,,,,,,,4.0
A_P231,Belt,Blue,Accessories,11.49,One Size,,,,,,,,,,,,,,,,25.0
A_P232,Belt,Red,Accessories,11.49,One Size,,,,,,,,,,,,,,,,14.0
A_P233,Belt,Gray,Accessories,11.49,One Size,,,,,,,,,,,,,,,,9.0
A_P234,Belt,Brown,Accessories,11.49,One Size,,,,,,,,,,,,,,,,17.0
A_P235,Belt,Navy,Accessories,11.49,One Size,,,,,,,,,,,,,,,,17.0
A_P236,Belt,Green,Accessories,11.49,One Size,,,,,,,,,,,,,,,,10.0
A_P237,Socks,Black,Accessories,11.77,One Size,,,,,,,,,,,,,,,,14.0
A_P238,Socks,White,Accessories,11.77,One Size,,,,,,,,,,,,,,,,6.0
A_P239,Socks,Blue,Accessories,11.77,One Size,,,,,,,,,,,,,,,,24.0
A_P240,Socks,Red,Accessories,11.77,One Size,,,,,,,,,,,,,,,,14.0
A_P241,Socks,Gray,Accessories,11.77,One Size,,,,,,,,,,,,,,,,20.0
A_P242,Socks,Brown,Accessories,11.77,One Size,,,,,,,,,,,,,,,,23.0
A_P243,Socks,Navy,Accessories,11.77,One Size,,,,,,,,,,,,,,,,14.0
A_P244,Socks,Green,Accessories,11.77,One Size,,,,,,,,,,,,,,,,4.0
A_P245,Gloves,Black,Accessories,64.32,One Size,,,,,,,,,,,,,,,,15.0
A_P246,Gloves,White,Accessories,64.32,One Size,,,,,,,,,,,,,,,,11.0
A_P247,Gloves,Blue,Accessories,64.32,One Size,,,,,,,,,,,,,,,,9.0
A_P248,Gloves,Red,Accessories,64.32,One Size,,,,,,,,,,,,,,,,6.0
A_P249,Gloves,Gray,Accessories,64.32,One Size,,,,,,,,,,,,,,,,17.0
A_P250,Gloves,Brown,Accessories,64.32,One Size,,,,,,,,,,,,,,,,5.0
A_P251,Gloves,Navy,Accessories,64.32,One Size,,,,,,,,,,,,,,,,24.0
A_P252,Gloves,Green,Accessories,64.32,One Size,,,,,,,,,,,,,,,,9.0
A_P253,Hat,Black,Accessories,47.26,One Size,,,,,,,,,,,,,,,,23.0
A_P254,Hat,White,Accessories,47.26,One Size,,,,,,,,,,,,,,,,23.0
A_P255,Hat,Blue,Accessories,47.26,One Size,,,,,,,,,,,,,,,,22.0
A_P256,Hat,Red,Accessories,47.26,One Size,,,,,,,,,,,,,,,,3.0
A_P257,Hat,Gray,Accessories,47.26,One Size,,,,,,,,,,,,,,,,4.0
A_P258,Hat,Brown,Accessories,47.26,One Size,,,,,,,,,,,,,,,,13.0
A_P259,Hat,Navy,Accessories,47.26,One Size,,,,,,,,,,,,,,,,10.0
A_P260,Hat,Green,Accessories,47.26,One Size,,,,,,,,,,,,,,,,7.0
A_P261,Tie,Black,Accessories,61.5,One Size,,,,,,,,,,,,,,,,21.0
A_P262,Tie,White,Accessories,61.5,One Size,,,,,,,,,,,,,,,,9.0
A_P263,Tie,Blue,Accessories,61.5,One Size,,,,,,,,,,,,,,,,5.0
A_P264,Tie,Red,Accessories,61.5,One Size,,,,,,,,,,,,,,,,20.0
A_P265,Tie,Gray,Accessories,61.5,One Size,,,,,,,,,,,,,,,,9.0
A_P266,Tie,Brown,Accessories,61.5,One Size,,,,,,,,,,,,,,,,21.0
A_P267,Tie,Navy,Accessories,61.5,One Size,,,,,,,,,,,,,,,,9.0
A_P268,Tie,Green,Accessories,61.5,One Size,,,,,,,,,,,,,,,,10.0
A_P269,Wallet,Black,Accessories,56.08,One Size,,,,,,,,,,,,,,,,13.0
A_P270,Wallet,White,Accessories,56.08,One Size,,,,,,,,,,,,,,,,7.0
A_P271,Wallet,Blue,Accessories,56.08,One Size,,,,,,,,,,,,,,,,22.0
A_P272,Wallet,Red,Accessories,56.08,One Size,,,,,,,,,,,,,,,,3.0
A_P273,Wallet,Gray,Accessories,56.08,One Size,,,,,,,,,,,,,,,,11.0
A_P274,Wallet,Brown,Accessories,56.08,One Size,,,,,,,,,,,,,,,,7.0
A_P275,Wallet,Navy,Accessories,56.08,One Size,,,,,,,,,,,,,,,,7.0
A_P276,Wallet,Green,Accessories,56.08,One Size,,,,,,,,,,,,,,,,20.0
A_P277,Bag,Black,Accessories,42.54,One Size,,,,,,,,,,,,,,,,11.0
A_P278,Bag,White,Accessories,42.54,One Size,,,,,,,,,,,,,,,,8.0
A_P279,Bag,Blue,Accessories,42.54,One Size,,,,,,,,,,,,,,,,6.0
A_P280,Bag,Red,Accessories,42.54,One Size,,,,,,,,,,,,,,,,24.0
A_P281,Bag,Gray,Accessories,42.54,One Size,,,,,,,,,,,,,,,,3.0
A_P282,Bag,Brown,Accessories,42.54,One Size,,,,,,,,,,,,,,,,7.0
A_P283,Bag,Navy,Accessories,42.54,One Size,,,,,,,,,,,,,,,,3.0
A_P284,Bag,Green,Accessories,42.54,One Size,,,,,,,,,,,,,,,,14.0
A_P285,Umbrella,Black,Accessories,73.12,One Size,,,,,,,,,,,,,,,,10.0
A_P286,Umbrella,White,Accessories,73.12,One Size,,,,,,,,,,,,,,,,21.0
A_P287,Umbrella,Blue,Accessories,73.12,One Size,,,,,,,,,,,,,,,,13.0
A_P288,Umbrella,Red,Accessories,73.12,One Size,,,,,,,,,,,,,,,,3.0
A_P289,Umbrella,Gray,Accessories,73.12,One Size,,,,,,,,,,,,,,,,8.0
A_P290,Umbrella,Brown,Accessories,73.12,One Size,,,,,,,,,,,,,,,,11.0
A_P291,Umbrella,Navy,Accessories,73.12,One Size,,,,,,,,,,,,,,,,4.0
A_P292,Umbrella,Green,Accessories,73.12,One Size,,,,,,,,,,,,,,,,7.0
A_P293,Headphones,Black,Accessories,31.5,One Size,,,,,,,,,,,,,,,,16.0
A_P294,Headphones,White,Accessories,31.5,One Size,,,,,,,,,,,,,,,,19.0
A_P295,Headphones,Blue,Accessories,31.5,One Size,,,,,,,,,,,,,,,,6.0
A_P296,Headphones,Red,Accessories,31.5,One Size,,,,,,,,,,,,,,,,5.0
A_P297,Headphones,Gray,Accessories,31.5,One Size,,,,,,,,,,,,,,,,18.0
A_P298,Headphones,Brown,Accessories,31.5,One Size,,,,,,,,,,,,,,,,17.0
A_P299,Headphones,Navy,Accessories,31.5,One Size,,,,,,,,,,,,,,,,14.0
A_P300,Headphones,Green,Accessories,31.5,One Size,,,,,,,,,,,,,,,,19.0
